,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格,卧室数,客厅数,卫生间数,楼层位置,总层数,得房率,是否有抵押,抵押金额,是否地铁,临近地铁站,是否电梯,产权类型
17826,华兴公寓,余杭区,瓶窑,nan,170,12365,2022-04-01,商品房,2021-08-12,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共5层),137.49,平层,69.42,塔楼,南,钢混结构,简装,nan,无,nan,nan,nan,nan,3,2,2,2,5,0.5049094479598516,0,0.0,0,0,0.0,1
17827,良渚花苑新村,余杭区,良渚,nan,148,15433,2024-10-08,商品房,2022-02-16,普通住宅,满两年,共有,有抵押,已上传房本照片,3室2厅1厨1卫,高楼层(共6层),95.9,平层,69.42,板塔结合,南,混合结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,1,3,6,0.7238790406673619,1,0.0,0,0,1.0,1
17828,泰禾杭州院子,余杭区,西溪,nan,1500,78036,2024-05-28,商品房,2021-05-27,普通住宅,满两年,共有,有抵押,已上传房本照片,5室2厅1厨4卫,低楼层(共3层),192.22,跃层,69.42,板楼,东东南南,混合结构,毛坯,nan,无,nan,nan,nan,nan,5,2,4,1,3,0.36114868379981274,1,0.0,0,0,0.0,1
17829,欧美金融城,余杭区,未来科技城,近地铁5号线良睦路站,488,54789,2022-06-28,商品房,2019-09-19,普通住宅,满五年,非共有,有抵押20万元浙江省省直单位住房基金管理中心,已上传房本照片,3室2厅1厨2卫,低楼层(共47层),89.07,平层,69.42,板楼,南,钢混结构,精装,三梯四户,有,nan,nan,nan,nan,3,2,2,1,47,0.7793869989895589,1,20.0,1,良睦路站,1.0,0
17830,融创金成未来海,余杭区,未来科技城,nan,480,37320,2024-05-14,商品房,2019-04-13,普通住宅,满五年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,低楼层(共18层),128.62,平层,69.42,板楼,南北,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,4,2,2,1,18,0.5397294355465713,0,0.0,0,0,1.0,1
17831,上实白洋港城一期,余杭区,良渚,近地铁2号线白洋站,329,29547,2024-09-20,商品房,2023-03-29,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共27层),111.35,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,27,0.6234396048495735,0,0.0,1,白洋站,1.0,1
17832,众安绿城南湖明月,余杭区,老余杭,nan,190,21227,2024-01-22,商品房,2023-08-11,普通住宅,未满两年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共33层),89.51,平层,69.42,板塔结合,南北,混合结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,33,0.7755558038208021,1,0.0,0,0,1.0,1
17833,金地广场,余杭区,三墩,近地铁2号线金家渡站,82,18595,2021-12-03,商品房,2018-04-01,商住两用,满五年,非共有,有抵押1万元业主自还,已上传房本照片,2室1厅1厨1卫,低楼层(共22层),44.1,nan,69.42,塔楼,南,钢混结构,简装,三梯二十八户,有,nan,商水,商电,nan,2,1,1,1,22,1.5741496598639455,1,1.0,1,金家渡站,1.0,0
17834,融创金成西溪海,余杭区,未来科技城,nan,275,31497,2023-09-12,商品房,2020-10-26,普通住宅,满两年,非共有,有抵押,已上传房本照片,3室1厅1厨1卫,高楼层(共18层),87.31,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,1,1,3,18,0.7950979269270416,1,0.0,0,0,1.0,0
17835,书韵名邸,余杭区,良渚,nan,220,24706,2024-06-23,商品房,2020-05-09,普通住宅,满两年,非共有,有抵押80万元杭州银行业主自还,已上传房本照片,3室2厅1厨2卫,中楼层(共8层),89.05,平层,69.42,板楼,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,2,2,8,0.7795620437956204,1,80.0,0,0,1.0,0
17836,浙富西溪堂,余杭区,未来科技城,近地铁5号线创景路站,83,14393,2021-09-23,商品房,2018-09-03,商住两用,满五年,非共有,有抵押,已上传房本照片,1室0厅1厨1卫,低楼层(共25层),57.67,nan,69.42,板塔结合,南,钢混结构,精装,两梯二十八户,有,nan,商水,商电,nan,1,0,1,1,25,1.203745448239986,1,0.0,1,创景路站,1.0,0
17837,金沙公寓,余杭区,老余杭,nan,258,20304,2024-02-19,商品房,2005-10-02,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共5层),127.07,平层,69.42,板楼,南,混合结构,精装,nan,无,nan,nan,nan,nan,3,2,2,2,5,0.546313055796018,0,0.0,0,0,0.0,1
17838,绿城桃花源,余杭区,中泰,nan,130,17981,2023-08-20,商品房,2020-12-18,普通住宅,满两年,非共有,有抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共5层),72.3,平层,69.42,板塔结合,北南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,1,1,2,5,0.9601659751037345,1,0.0,0,0,1.0,0
17839,融创金成江南府,余杭区,闲林,nan,350,26261,2023-12-14,商品房,2021-09-24,普通住宅,满两年,共有,有抵押,已上传房本照片,4室2厅1厨2卫,低楼层(共11层),133.28,平层,69.42,板楼,南,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,4,2,2,1,11,0.5208583433373349,1,0.0,0,0,1.0,1
17840,岸上蓝山,余杭区,闲林,nan,240,28289,2024-09-12,商品房,2022-04-28,普通住宅,满两年,非共有,有抵押,已上传房本照片,4室1厅1厨2卫,高楼层(共6层),84.84,跃层,69.42,板楼,南北,混合结构,精装,nan,无,nan,nan,nan,nan,4,1,2,3,6,0.8182461103253182,1,0.0,0,0,0.0,0
17841,万科未来城二期,余杭区,良渚,近地铁2号线杜甫村站,270,30338,2024-06-07,商品房,2024-06-07,普通住宅,未满两年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共34层),89.0,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,3,2,2,3,34,0.78,0,0.0,1,杜甫村站,1.0,1
17842,百汇中心,余杭区,老余杭,nan,75,15674,2021-02-24,商品房,2017-10-24,普通住宅,满五年,共有,无抵押,已上传房本照片,1室0厅1厨1卫,高楼层(共6层),47.85,平层,69.42,板楼,北,钢混结构,精装,四梯九十九户,有,nan,nan,nan,nan,1,0,1,3,6,1.450783699059561,0,0.0,0,0,1.0,1
17843,溪悦宸府,余杭区,翡翠城,近3号线(星桥-吴山前村)高教路站,392,30313,2024-07-03,商品房,2016-10-17,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共17层),129.32,平层,69.42,板楼,南,钢混结构,简装,两梯三户,有,nan,nan,nan,nan,3,2,2,2,17,0.5368079183420972,0,0.0,0,0,1.0,1
17844,奥克斯时代未来之城,余杭区,未来科技城,近地铁5号线创景路站,280,28783,2024-08-04,商品房,2019-04-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室2厅1厨1卫,中楼层(共44层),97.28,平层,69.42,板楼,南,钢混结构,精装,三梯三户,有,nan,nan,nan,nan,3,2,1,2,44,0.713610197368421,0,0.0,1,创景路站,1.0,0
17845,协安蓝郡,余杭区,三墩,近地铁2号线金家渡站,350,39918,2022-12-12,商品房,2014-10-29,普通住宅,满五年,共有,有抵押6万元,已上传房本照片,4室2厅1厨1卫,中楼层(共13层),87.68,平层,69.42,板塔结合,南北,框架结构,精装,一梯两户,有,nan,nan,nan,nan,4,2,1,2,13,0.7917427007299269,1,6.0,1,金家渡站,1.0,1
17846,径香苑,余杭区,老余杭,nan,275,27680,2023-02-16,商品房,2020-12-14,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨1卫,中楼层(共5层),99.35,平层,69.42,板楼,南北,钢混结构,精装,nan,无,nan,nan,nan,nan,3,2,1,2,5,0.6987418218419729,0,0.0,0,0,0.0,1
17847,早安公寓,余杭区,中泰,近16号线中泰站,143,16005,2023-12-26,商品房,2017-09-28,普通住宅,满五年,共有,有抵押107万元,已上传房本照片,3室2厅1厨1卫,高楼层(共18层),89.35,平层,69.57,塔楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,3,2,1,3,18,0.778623391158366,1,107.0,0,0,1.0,1
17848,同城印象花苑西区,余杭区,老余杭,nan,300,34381,2023-01-04,商品房,2009-12-08,普通住宅,满五年,共有,有抵押业主自还,已上传房本照片,2室2厅1厨1卫,低楼层(共5层),87.26,平层,78.18,板楼,南北,钢混结构,精装,nan,无,nan,nan,nan,nan,2,2,1,1,5,0.8959431583772633,1,0.0,0,0,0.0,1
17849,融创金成西溪海,余杭区,未来科技城,nan,175,21544,2024-05-17,商品房,2017-10-19,普通住宅,满五年,共有,有抵押,已上传房本照片,3室1厅1厨1卫,高楼层(共18层),81.23,平层,69.42,板塔结合,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,1,1,3,18,0.8546103656284624,1,0.0,0,0,1.0,1
17850,华元美林公馆,余杭区,西溪,nan,280,31401,2022-11-19,商品房,2020-04-16,普通住宅,满五年,非共有,有抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共7层),89.17,平层,69.42,板楼,南北,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,2,2,1,3,7,0.7785129527868118,1,0.0,0,0,1.0,0
17851,风昀铭苑,余杭区,未来科技城,nan,720,54908,2024-02-19,商品房,2018-05-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共6层),131.13,平层,69.42,板塔结合,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,2,3,6,0.5293983070235644,0,0.0,0,0,1.0,0
17852,苕溪南湖人家,余杭区,老余杭,nan,125,17425,2021-06-16,回迁房,2016-09-10,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共11层),71.74,平层,69.42,板楼,南,钢混结构,毛坯,一梯四户,有,nan,nan,nan,nan,2,2,1,2,11,0.9676609980485086,0,0.0,0,0,1.0,1
17853,雅居乐国际花园,余杭区,闲林,nan,160,26937,2024-03-12,商品房,2018-11-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共34层),59.4,平层,69.42,板楼,南,钢混结构,精装,两梯六户,有,nan,nan,nan,nan,2,2,1,3,34,1.1686868686868688,0,0.0,0,0,1.0,0
17854,百家乐西园,余杭区,西溪,nan,359,40189,2023-10-16,商品房,2016-08-26,普通住宅,满五年,共有,有抵押公积金几十万,已上传房本照片,1室1厅1厨1卫,中楼层(共6层),89.33,平层,75.96,板楼,南北,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,1,1,1,2,6,0.8503302362028433,1,0.0,0,0,1.0,1
17855,闲林山水丹枫苑,余杭区,闲林,nan,120,19003,2024-03-06,商品房,2010-12-23,普通住宅,满五年,共有,有抵押,已上传房本照片,1室1厅1厨1卫,中楼层(共18层),63.15,平层,69.42,板楼,南,钢混结构,精装,两梯五户,有,nan,nan,nan,nan,1,1,1,2,18,1.099287410926366,1,0.0,0,0,1.0,1
17856,海派风范沁园,余杭区,老余杭,nan,350,39491,2023-03-06,商品房,2019-12-03,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共18层),88.63,平层,69.42,板楼,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,18,0.7832562337808869,1,0.0,0,0,1.0,0
17857,九衡公寓,余杭区,良渚,nan,165,22238,2023-09-05,商品房,2023-04-17,普通住宅,满两年,非共有,有抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共11层),74.2,平层,69.42,板塔结合,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,1,1,1,11,0.9355795148247978,1,0.0,0,0,1.0,0
17858,雅居乐国际花园,余杭区,闲林,nan,220,17323,2024-11-10,商品房,2021-05-21,普通住宅,满两年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共33层),127.0,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,4,2,2,3,33,0.5466141732283465,0,0.0,0,0,1.0,1
17859,协安蓝郡,余杭区,三墩,近地铁2号线金家渡站,300,33393,2023-05-04,商品房,2022-11-02,普通住宅,满两年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共17层),89.84,平层,69.42,板塔结合,南北,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,2,1,17,0.7727070347284061,1,0.0,1,金家渡站,1.0,1
17860,竹海水韵春风里,余杭区,闲林,nan,380,30827,2021-11-27,商品房,2017-10-24,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共18层),123.27,平层,69.42,板塔结合,南北,钢混结构,简装,两梯三户,有,nan,nan,nan,nan,3,2,2,2,18,0.5631540520807983,0,0.0,0,0,1.0,1
17861,富力十号院,余杭区,未来科技城,近地铁19号线海创园站,550,46555,2023-09-08,商品房,2018-04-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,4室1厅1厨2卫,中楼层(共11层),118.14,平层,69.42,板楼,南,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,4,1,2,2,11,0.5876079228034535,0,0.0,1,海创园站,1.0,0
17862,青枫墅园三期,余杭区,未来科技城,近16号线凤新路站,240,26952,2024-03-21,商品房,2015-09-18,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨1卫,低楼层(共18层),89.05,平层,70.53,板楼,南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,3,2,1,1,18,0.7920269511510388,0,0.0,0,0,1.0,1
17863,铭雅苑东区,余杭区,三墩,nan,350,27462,2022-09-14,商品房,2016-02-05,普通住宅,满五年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共5层),127.45,跃层,116.42,板楼,南北,混合结构,精装,nan,无,nan,nan,nan,nan,3,2,2,3,5,0.9134562573558258,1,0.0,0,0,0.0,1
17864,万科北宸之光三期拱宸,余杭区,万达广场,nan,324,27975,2023-09-19,商品房,2020-06-28,普通住宅,满两年,非共有,有抵押交行杭州运河支行业主自还,已上传房本照片,3室2厅1厨2卫,低楼层(共17层),115.82,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,1,17,0.5993783457088586,1,0.0,0,0,1.0,0
17865,时尚万通城,余杭区,未来科技城,近地铁5号线创景路站,78,17338,2022-03-05,商品房,2019-03-12,商住两用,满五年,共有,有抵押20万元业主自还,已上传房本照片,1室1厅1厨1卫,中楼层(共25层),44.99,nan,30.35,塔楼,东,钢混结构,精装,三梯二十户,有,nan,商水,商电,nan,1,1,1,2,25,0.6745943543009558,1,20.0,1,创景路站,1.0,1
17866,西溪泊岸,余杭区,未来科技城,nan,550,24979,2025-03-18,商品房,2018-03-01,商住两用,满五年,非共有,有抵押190万元余杭农商行业主自还,已上传房本照片,4室1厅0厨1卫,低楼层(共1层),220.19,平层,69.42,塔楼,南,钢混结构,简装,nan,nan,nan,未知,未知,nan,4,1,1,1,1,0.31527317316862713,1,190.0,0,0,0.0,0
17867,铭雅苑东区,余杭区,三墩,nan,310,23950,2023-11-12,商品房,2009-10-10,普通住宅,满五年,共有,有抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共6层),129.44,跃层,117.56,板楼,南,砖混结构,简装,nan,无,nan,nan,nan,nan,4,2,2,3,6,0.9082200247218789,1,0.0,0,0,0.0,1
17868,山语凤鸣府,余杭区,老余杭,近16号线禹航路站,380,32054,2024-09-08,商品房,2022-04-19,普通住宅,满两年,非共有,有抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共13层),118.55,平层,69.42,板楼,南,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,4,2,2,2,13,0.5855757064529734,1,0.0,0,0,1.0,0
17869,富力西溪悦居,余杭区,未来科技城,近地铁5号线永福站,560,40990,2021-08-11,商品房,2017-05-02,普通住宅,满五年,共有,有抵押72万元中国邮政储蓄银行股杭州市分行业主自还,已上传房本照片,4室2厅1厨2卫,中楼层(共11层),136.62,平层,69.42,板塔结合,南北,钢混结构,精装,nan,nan,nan,nan,nan,nan,4,2,2,2,11,0.5081247255160298,1,72.0,1,永福站,0.0,1
17870,恒腾悦湖花苑,余杭区,老余杭,nan,268,30671,2022-10-15,商品房,2017-11-17,普通住宅,满五年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共7层),87.38,平层,69.42,板塔结合,南,钢混结构,精装,nan,无,nan,nan,nan,nan,3,2,2,2,7,0.7944609750514993,1,0.0,0,0,0.0,1
17871,十里风荷,余杭区,中泰,nan,816,57758,2024-04-01,商品房,2020-05-10,别墅,满两年,共有,有抵押150万元,已上传房本照片,4室2厅1厨3卫,低楼层(共2层),141.28,nan,69.42,nan,南,钢混结构,毛坯,nan,nan,nan,nan,nan,nan,4,2,3,1,2,0.4913646659116648,1,150.0,0,0,0.0,1
17872,中港罗兰小镇,余杭区,中泰,nan,160,18263,2023-06-16,商品房,2017-12-14,普通住宅,满五年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共11层),87.61,平层,69.42,板楼,南,钢混结构,简装,两梯三户,有,nan,nan,nan,nan,3,2,2,3,11,0.7923752996233306,1,0.0,0,0,1.0,1
17873,中港罗兰小镇,余杭区,中泰,nan,310,27182,2022-10-22,商品房,2018-05-16,普通住宅,满五年,非共有,有抵押,已上传房本照片,4室2厅1厨2卫,低楼层(共18层),114.05,平层,69.42,板楼,南北,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,4,2,2,1,18,0.608680403331872,1,0.0,0,0,1.0,0
17874,绿城桃源小镇,余杭区,闲林,nan,135,15250,2023-03-19,商品房,2013-05-10,普通住宅,满五年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共18层),88.53,平层,69.72,板塔结合,南,钢混结构,毛坯,三梯三户,有,nan,nan,nan,nan,2,2,1,3,18,0.7875296509657743,1,0.0,0,0,1.0,1
17875,圆乡名筑,余杭区,老余杭,nan,270,40737,2022-06-13,商品房,2020-06-08,普通住宅,满两年,共有,有抵押,已上传房本照片,2室2厅1厨2卫,高楼层(共6层),66.28,跃层,69.42,板楼,南,框架结构,精装,nan,无,nan,nan,nan,nan,2,2,2,3,6,1.0473747736873869,1,0.0,0,0,0.0,1
17876,昌运里二区,余杭区,万达广场,nan,145,17840,2021-12-06,商品房,2021-06-24,普通住宅,满两年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共18层),81.28,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,2,1,1,1,18,0.8540846456692913,0,0.0,0,0,1.0,1
17877,金源公寓(余杭),余杭区,老余杭,nan,180,15121,2024-07-17,商品房,2017-03-08,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共6层),119.04,错层,69.42,板楼,南,混合结构,简装,nan,无,nan,nan,nan,nan,3,2,2,2,6,0.5831653225806451,0,0.0,0,0,0.0,1
17878,滨江旭辉万家之星,余杭区,勾庄,近地铁4号线杭行路站,370,41429,2022-07-11,商品房,2019-01-17,普通住宅,满五年,非共有,有抵押64万元中国银行业主自还,已上传房本照片,3室2厅1厨2卫,低楼层(共27层),89.31,平层,69.42,板楼,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,1,27,0.777292576419214,1,64.0,1,杭行路站,1.0,0
17879,昌运里二区,余杭区,万达广场,nan,133,21570,2024-06-19,商品房,2024-05-30,普通住宅,未满两年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共18层),61.66,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,2,1,1,1,18,1.1258514433992866,0,0.0,0,0,1.0,1
17880,玉都佳苑,余杭区,良渚,nan,160,16692,2024-08-28,商品房,2009-08-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共6层),95.86,平层,69.42,板楼,南北,混合结构,精装,nan,无,nan,nan,nan,nan,2,2,1,2,6,0.7241810974337576,0,0.0,0,0,0.0,0
17881,雅居乐国际花园,余杭区,闲林,nan,220,24711,2021-11-10,商品房,2018-05-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共34层),89.03,平层,69.42,板楼,南北,钢混结构,简装,三梯六户,有,nan,nan,nan,nan,3,2,2,2,34,0.7797371672469954,0,0.0,0,0,1.0,0
17882,中锐招商星未来,余杭区,中泰,近16号线中泰站,230,24876,2023-06-24,商品房,2022-01-13,普通住宅,满两年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共18层),92.46,平层,69.42,板塔结合,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,18,0.7508111615833875,1,0.0,0,0,1.0,0
17883,天阳棕榈湾一期,余杭区,良渚,nan,200,15914,2024-06-06,商品房,2016-11-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共5层),125.68,平层,69.42,塔楼,南,钢混结构,简装,nan,无,nan,nan,nan,nan,3,2,2,1,5,0.552355187778485,0,0.0,0,0,0.0,0
17884,万科北宸之光三期拱宸,余杭区,万达广场,近10号线祥园路站,380,27960,2024-05-25,商品房,2019-07-03,普通住宅,满五年,共有,有抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共25层),135.91,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,2,25,0.5107791921124274,1,0.0,0,0,1.0,1
17885,上实白洋港城一期,余杭区,良渚,近地铁2号线白洋站,243,27661,2024-04-07,商品房,2021-02-05,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共27层),87.85,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,3,2,2,3,27,0.7902105862265225,0,0.0,1,白洋站,1.0,1
17886,融创金成西溪海,余杭区,未来科技城,nan,335,25505,2024-06-29,商品房,2017-06-07,普通住宅,满五年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共18层),131.35,平层,69.42,板塔结合,东南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,3,2,2,2,18,0.5285116102017511,1,0.0,0,0,1.0,1
17887,景瑞御蓝湾,余杭区,老余杭,近16号线禹航路站,185,20923,2023-11-03,商品房,2023-11-02,普通住宅,未满两年,非共有,有抵押,已上传房本照片,3室2厅1厨1卫,高楼层(共21层),88.42,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,3,2,1,3,21,0.7851164894820176,1,0.0,0,0,1.0,0
17888,欧美金融城,余杭区,未来科技城,近地铁5号线创景路站,320,36118,2024-12-15,商品房,2019-03-20,普通住宅,满五年,共有,无抵押,已上传房本照片,3室1厅1厨1卫,低楼层(共33层),88.6,平层,69.42,板楼,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,3,1,1,1,33,0.7835214446952596,0,0.0,1,创景路站,1.0,1
17889,众安绿城南湖明月,余杭区,老余杭,nan,298,26589,2024-05-12,商品房,2023-02-21,普通住宅,满两年,非共有,有抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共32层),112.08,平层,69.42,板楼,南,混合结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,3,32,0.6193790149892934,1,0.0,0,0,1.0,0
17890,北大资源未名府,余杭区,未来科技城,近地铁5号线五常站,120,25473,2020-11-26,商品房,2019-09-11,商住两用,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共10层),47.11,nan,69.42,板楼,南,钢混结构,精装,四梯三十三户,有,nan,商水,民电,3.1元/m3,2,2,1,2,10,1.4735724899172151,0,0.0,1,五常站,1.0,1
17891,清水湾山水苑,余杭区,中泰,nan,185,20824,2024-02-24,商品房,2021-01-07,普通住宅,满两年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共31层),88.84,平层,69.42,板楼,南北,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,2,1,1,31,0.7814047726249437,1,0.0,0,0,1.0,1
17892,融创金成西溪海,余杭区,未来科技城,nan,240,27292,2024-03-25,商品房,2019-07-24,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室2厅1厨1卫,中楼层(共18层),87.94,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,2,18,0.7894018649078918,1,0.0,0,0,1.0,0
17893,西塘花苑,余杭区,三墩,近地铁4号线好运街站,168,27514,2022-07-01,商品房,2019-03-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共21层),61.06,平层,69.42,板楼,南,钢混结构,简装,两梯六户,有,nan,nan,nan,nan,2,1,1,2,21,1.1369145103177203,0,0.0,1,好运街站,1.0,0
17894,碧景园,余杭区,老余杭,nan,288,20632,2023-12-09,商品房,2020-07-10,普通住宅,满两年,共有,有抵押,已上传房本照片,5室1厅1厨3卫,高楼层(共6层),139.59,跃层,69.42,板楼,南,钢混结构,精装,nan,无,nan,nan,nan,nan,5,1,3,3,6,0.4973135611433484,1,0.0,0,0,0.0,1
17895,华盛星洲翠谷,余杭区,闲林,nan,139,15466,2022-06-26,商品房,2009-11-26,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共6层),89.88,平层,78.68,板楼,南,钢混结构,简装,nan,无,nan,nan,nan,nan,2,2,1,2,6,0.8753894080996886,0,0.0,0,0,0.0,1
17896,赞成乐山红叶,余杭区,闲林,nan,365,41601,2023-10-05,商品房,2020-07-28,普通住宅,满两年,非共有,有抵押,已上传房本照片,3室2厅1厨1卫,中楼层(共20层),87.74,平层,69.42,板楼,南北,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,1,2,20,0.7912012764987464,1,0.0,0,0,1.0,0
17897,金辉贤林信步,余杭区,闲林,nan,335,27188,2023-09-07,商品房,2020-04-08,普通住宅,满五年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共7层),123.22,平层,69.42,塔楼,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,4,2,2,2,7,0.5633825677649732,0,0.0,0,0,1.0,1
17898,欧美金融城,余杭区,未来科技城,近地铁5号线良睦路站,360,40441,2025-03-04,商品房,2021-02-25,普通住宅,满两年,非共有,有抵押业主自还,已上传房本照片,3室2厅1厨1卫,低楼层(共47层),89.02,平层,69.42,板楼,南,钢混结构,其他,三梯四户,有,nan,nan,nan,nan,3,2,1,1,47,0.7798247584812402,1,0.0,1,良睦路站,1.0,0
17899,众安绿城南湖明月,余杭区,老余杭,nan,238,27012,2023-04-16,商品房,2023-01-31,普通住宅,满两年,共有,有抵押业主自还,已上传房本照片,3室2厅1厨2卫,高楼层(共33层),88.11,平层,69.42,板塔结合,南,混合结构,精装,两梯五户,有,nan,nan,nan,nan,3,2,2,3,33,0.787878787878788,1,0.0,0,0,1.0,1
17900,庭院深深,余杭区,老余杭,近16号线禹航路站,146,16501,2024-05-15,商品房,2015-08-25,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共26层),88.48,平层,69.42,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,2,1,2,26,0.7845840867992766,0,0.0,0,0,1.0,1
