,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格,卧室数,客厅数,卫生间数,楼层位置,总层数,得房率,是否有抵押,抵押金额,是否地铁,临近地铁站,是否电梯,产权类型
68,星光国际公馆,滨江区,滨江区政府,nan,245,19191,2022-06-14,商品房,2021-06-01,商住两用,满两年,非共有,无抵押,已上传房本照片,2室1厅1厨2卫,中楼层(共26层),127.67,平层,69.42,板塔结合,南,钢混结构,精装,三梯十九户,有,nan,商水,商电,nan,2,1,2,2,26,0.5437455941098144,0,0.0,0,0,1.0,0
69,瑞立中央花城,滨江区,滨江区政府,nan,300,55649,2024-03-21,商品房,2018-03-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,1室1厅1厨1卫,低楼层(共31层),53.91,平层,69.42,板楼,南,钢混结构,精装,两梯八户,有,nan,nan,nan,nan,1,1,1,1,31,1.2877017250973846,0,0.0,0,0,1.0,0
70,中赢康康谷,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,130,28317,2024-12-14,商品房,2017-11-13,商住两用,满五年,共有,无抵押,已上传房本照片,2室1厅1厨2卫,低楼层(共19层),45.91,nan,69.42,板楼,北,钢混结构,其他,两梯三十一户,有,nan,民水,民电,3.1元/m3,2,1,2,1,19,1.5120888695273362,0,0.0,0,0,1.0,1
71,海威新界,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,215,47778,2023-05-25,商品房,2019-07-05,商住两用,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共20层),45.0,nan,69.42,板楼,东,钢混结构,精装,四梯三十七户,有,nan,商水,商电,nan,2,1,1,2,20,1.5426666666666666,0,0.0,1,星民站,1.0,1
72,龙禧大酒店,滨江区,彩虹城,近地铁6号线(杭富线)伟业路站,238,32568,2023-04-01,商品房,2013-01-28,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,高楼层(共28层),73.08,平层,69.42,板楼,南,钢混结构,精装,两梯十八户,有,nan,nan,nan,nan,2,1,1,3,28,0.9499178981937603,0,0.0,1,伟业路站,1.0,1
73,超级星期天,滨江区,浦沿,nan,211,28149,2022-08-12,商品房,2016-08-01,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共14层),74.96,平层,69.42,板楼,南,钢混结构,简装,八梯一百三十八户,有,nan,nan,nan,nan,2,2,1,2,14,0.926093916755603,0,0.0,0,0,1.0,1
74,春波南苑,滨江区,长河,nan,265,31045,2024-07-04,商品房,2016-05-07,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共18层),85.36,平层,69.42,板塔结合,南,砖混结构,简装,两梯四户,有,nan,nan,nan,nan,2,2,1,1,18,0.813261480787254,0,0.0,0,0,1.0,1
75,欣盛东方郡,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,420,47447,2023-06-29,商品房,2018-02-08,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共33层),88.52,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,1,1,2,33,0.7842295526434705,0,0.0,0,0,1.0,1
76,瑞立东方花城,滨江区,西兴,近地铁5号线滨康路站,360,40170,2018-07-12,商品房,2016-03-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室1厅1厨2卫,低楼层(共24层),89.62,平层,66.64,板塔结合,南,框架结构,毛坯,两梯四户,有,nan,nan,nan,nan,2,1,2,1,24,0.7435840214237893,0,0.0,1,滨康路站,1.0,0
77,江南文苑,滨江区,浦沿,nan,270,30568,2023-07-18,商品房,2020-07-19,普通住宅,满两年,共有,有抵押90万元,已上传房本照片,2室2厅1厨1卫,低楼层(共26层),88.33,平层,69.5,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,2,1,1,26,0.7868221442318578,1,90.0,0,0,1.0,1
78,世茂智慧之门,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,125,27809,2024-10-10,商品房,2024-10-09,商住两用,未满两年,非共有,无抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共61层),44.95,nan,69.42,板楼,南,钢混结构,精装,四梯四十二户,有,nan,商水,商电,nan,2,2,1,1,61,1.5443826473859843,0,0.0,1,星民站,1.0,0
79,莱蒙水榭春天,滨江区,奥体,近地铁6号线奥体中心站,355,61526,2019-08-10,商品房,2020-12-30,普通住宅,满两年,非共有,有抵押,已上传房本照片,1室2厅1厨2卫,低楼层(共25层),57.7,平层,69.42,板楼,南,钢混结构,精装,两梯十五户,有,nan,nan,nan,nan,1,2,2,1,25,1.2031195840554592,1,0.0,1,奥体中心站,1.0,0
80,超级星期天,滨江区,浦沿,nan,160,21760,2025-01-02,商品房,2006-01-07,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,高楼层(共14层),73.53,平层,50.24,板楼,南,钢混结构,简装,八梯一百三十八户,有,nan,nan,nan,nan,2,1,1,3,14,0.6832585339317285,0,0.0,0,0,1.0,1
81,绿城明月江南,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,510,57092,2024-06-05,商品房,2016-11-29,普通住宅,满五年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共18层),89.33,平层,69.42,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,2,1,2,18,0.777118549199597,1,0.0,1,星民站,1.0,1
82,臻奥院,滨江区,奥体,近地铁6号线奥体中心站,265,43259,2024-11-23,商品房,2024-11-27,商住两用,未满两年,非共有,无抵押,已上传房本照片,3室1厅1厨1卫,高楼层(共23层),61.26,nan,69.42,塔楼,南,钢混结构,其他,四梯二十六户,有,nan,商水,商电,3.1元/m3,3,1,1,3,23,1.1332027424094027,0,0.0,1,奥体中心站,1.0,0
83,臻奥院,滨江区,奥体,近地铁6号线奥体中心站,270,44075,2024-10-25,商品房,2021-08-05,商住两用,满两年,共有,有抵押,已上传房本照片,3室1厅1厨1卫,高楼层(共23层),61.26,nan,69.42,塔楼,东,钢混结构,精装,四梯二十六户,有,nan,商水,商电,3.1元/m3,3,1,1,3,23,1.1332027424094027,1,0.0,1,奥体中心站,1.0,1
84,中赢康康谷,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,110,24081,2021-06-06,商品房,2017-09-21,商住两用,满五年,非共有,无抵押,已上传房本照片,2室1厅1厨2卫,中楼层(共14层),45.68,nan,69.42,板楼,南,钢混结构,精装,两梯十四户,有,nan,商水,商电,1元/m3,2,1,2,2,14,1.5197022767075308,0,0.0,0,0,1.0,0
85,钱塘帝景,滨江区,彩虹城,nan,420,48410,2024-09-16,商品房,2015-06-26,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共45层),86.76,平层,66.16,板楼,南,钢混结构,精装,三梯六户,有,nan,nan,nan,nan,2,2,1,1,45,0.7625633932687874,0,0.0,0,0,1.0,1
86,缤纷小区,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,350,42389,2024-06-10,商品房,2022-05-02,普通住宅,满两年,共有,有抵押200万元业主自还,已上传房本照片,2室1厅1厨1卫,低楼层(共6层),82.57,平层,69.42,板塔结合,南北,钢混结构,简装,nan,无,nan,nan,nan,nan,2,1,1,1,6,0.8407411892939325,1,200.0,1,星民站,0.0,1
87,钱江湾花园,滨江区,浦沿,nan,400,37113,2024-12-13,商品房,2013-01-11,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共9层),107.78,平层,94.33,板楼,南,钢混结构,其他,一梯两户,有,nan,nan,nan,nan,2,1,1,1,9,0.8752087585822973,0,0.0,0,0,1.0,1
88,君景庭,滨江区,浦沿,近地铁6号线(杭富线)中医药大学站,280,32934,2024-03-09,商品房,2020-12-01,普通住宅,满两年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共30层),85.02,平层,69.42,板楼,南北,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,2,1,2,30,0.81651376146789,0,0.0,1,中医药大学站,1.0,1
89,缤纷西苑,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,360,44972,2025-04-17,商品房,2016-11-17,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共8层),80.05,平层,69.42,板楼,东南北,钢混结构,其他,nan,无,nan,nan,nan,nan,2,2,1,1,8,0.8672079950031231,0,0.0,1,星民站,0.0,1
90,铂金名筑,滨江区,长河,近地铁5号线聚才路站,380,42779,2024-06-14,商品房,2015-10-10,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共27层),88.83,平层,69.8,板塔结合,南,钢混结构,精装,三梯四户,有,nan,nan,nan,nan,2,2,1,3,27,0.7857705730046155,0,0.0,1,聚才路站,1.0,1
91,江南铭庭,滨江区,白马湖,nan,240,27587,2021-03-14,商品房,2013-05-03,普通住宅,满五年,非共有,有抵押50万元业主自还,已上传房本照片,2室1厅1厨1卫,低楼层(共27层),87.0,平层,67.24,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,1,1,1,27,0.7728735632183907,1,50.0,0,0,1.0,0
92,旭江华庭,滨江区,奥体,近地铁6号线奥体中心站,178,26627,2024-02-21,商品房,2018-06-22,商住两用,满五年,非共有,有抵押91万元北京银行业主自还,已上传房本照片,1室1厅1厨1卫,高楼层(共26层),66.85,平层,69.42,塔楼,南,钢混结构,精装,五梯十九户,有,nan,商水,商电,3.1元/m3,1,1,1,3,26,1.0384442782348542,1,91.0,1,奥体中心站,1.0,0
93,钱塘玫瑰湾,滨江区,浦沿,近地铁6号线(杭富线)西浦路站,370,48297,2023-10-19,商品房,2018-06-15,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共18层),76.61,平层,69.42,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,1,1,2,18,0.9061480224513772,0,0.0,1,西浦路站,1.0,1
94,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,270,31031,2023-10-30,商品房,2021-09-08,普通住宅,满两年,非共有,有抵押,已上传房本照片,2室1厅1厨1卫,高楼层(共11层),87.01,平层,69.42,板塔结合,南,钢混结构,精装,一梯三户,有,nan,nan,nan,nan,2,1,1,3,11,0.7978393288127801,1,0.0,1,浦沿站,1.0,0
95,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,300,35241,2023-06-02,商品房,2017-10-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共27层),85.13,平层,69.42,板楼,南,钢混结构,简装,两梯三户,有,nan,nan,nan,nan,2,2,1,3,27,0.8154587102079174,0,0.0,1,浦沿站,1.0,0
96,保亿风景蝶院观园,滨江区,白马湖,nan,269,30499,2022-12-18,商品房,2017-11-09,普通住宅,满五年,非共有,有抵押100万元,已上传房本照片,2室1厅1厨1卫,中楼层(共25层),88.2,平层,69.42,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,1,1,2,25,0.7870748299319728,1,100.0,0,0,1.0,0
97,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,280,31198,2025-04-20,商品房,2021-04-06,普通住宅,满两年,共有,有抵押190万元,已上传房本照片,2室2厅1厨1卫,低楼层(共18层),89.75,平层,69.42,板塔结合,南北,钢混结构,其他,两梯三户,有,nan,nan,nan,nan,2,2,1,1,18,0.7734818941504178,1,190.0,1,浦沿站,1.0,1
98,钱江水晶城,滨江区,彩虹城,近地铁6号线(杭富线)诚业路站,509,57736,2023-03-07,商品房,2011-03-08,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共33层),88.16,平层,69.42,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,2,1,2,33,0.787431941923775,0,0.0,1,诚业路站,1.0,1
99,旭江华庭,滨江区,奥体,近地铁6号线奥体中心站,160,26698,2022-08-11,商品房,2018-03-23,商住两用,满五年,共有,有抵押100万元宁波银行业主自还,已上传房本照片,1室1厅1厨1卫,高楼层(共26层),59.93,平层,69.42,板楼,南,钢混结构,精装,五梯五户,有,nan,商水,商电,nan,1,1,1,3,26,1.158351409978308,1,100.0,1,奥体中心站,1.0,1
100,旭江华庭,滨江区,奥体,近地铁6号线奥体中心站,300,42129,2023-11-01,商品房,2018-05-31,商住两用,满五年,非共有,有抵押招商银行,已上传房本照片,1室1厅1厨1卫,高楼层(共26层),71.21,nan,69.42,塔楼,南,钢混结构,精装,五梯十八户,有,nan,商水,商电,3.1元/m3,1,1,1,3,26,0.9748630810279456,1,0.0,1,奥体中心站,1.0,0
101,钱塘帝景,滨江区,彩虹城,nan,405,46270,2024-10-01,商品房,2017-11-01,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共45层),87.53,平层,69.42,板楼,南,钢混结构,精装,三梯六户,有,nan,nan,nan,nan,2,1,1,2,45,0.7930995087398607,0,0.0,0,0,1.0,1
102,城市之光,滨江区,彩虹城,nan,349,39139,2025-03-16,商品房,2019-06-27,普通住宅,满五年,非共有,有抵押90万元住房基金管理中心，中国农业银行业主自还,已上传房本照片,2室1厅1厨1卫,高楼层(共26层),89.17,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,2,1,1,3,26,0.7785129527868118,1,90.0,0,0,1.0,0
103,钱塘帝景,滨江区,彩虹城,nan,420,48691,2025-01-18,商品房,2017-02-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共45层),86.26,平层,69.42,板楼,南,钢混结构,其他,三梯六户,有,nan,nan,nan,nan,2,2,1,2,45,0.8047762578251797,0,0.0,0,0,1.0,0
104,江南文苑,滨江区,浦沿,近地铁4号线杨家墩站,280,31693,2024-07-16,商品房,2015-04-15,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共26层),88.35,平层,69.5,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,2,1,3,26,0.7866440294284098,0,0.0,1,杨家墩站,1.0,1
105,臻奥院,滨江区,奥体,近地铁6号线奥体中心站,1080,78261,2023-09-26,商品房,2023-09-26,商住两用,未满两年,共有,无抵押,已上传房本照片,2室2厅1厨2卫,中楼层(共48层),138.0,平层,69.42,塔楼,北,钢混结构,精装,两梯六户,有,nan,民水,民电,3.09元/m3,2,2,2,2,48,0.5030434782608696,0,0.0,1,奥体中心站,1.0,1
106,钱塘帝景,滨江区,彩虹城,nan,435,50394,2022-09-04,商品房,2014-05-24,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共45层),86.32,平层,65.83,板楼,南,钢混结构,精装,三梯六户,有,nan,nan,nan,nan,2,2,1,1,45,0.7626274328081557,0,0.0,0,0,1.0,1
107,旭江华庭,滨江区,奥体,近地铁6号线奥体中心站,195,32538,2023-10-09,商品房,2018-03-26,商住两用,满五年,共有,无抵押,已上传房本照片,1室1厅1厨1卫,高楼层(共26层),59.93,nan,69.42,塔楼,东,钢混结构,精装,五梯二十户,有,nan,商水,商电,3.1元/m3,1,1,1,3,26,1.158351409978308,0,0.0,1,奥体中心站,1.0,1
108,德信时代之心,滨江区,长河,近地铁5号线聚才路站,128,31121,2020-10-24,商品房,2021-01-28,商住两用,满两年,共有,无抵押,已上传房本照片,2室2厅2厨2卫,低楼层(共29层),41.13,nan,69.42,板楼,西,钢混结构,精装,六梯三十二户,有,nan,商水,商电,nan,2,2,2,1,29,1.6878191101385849,0,0.0,1,聚才路站,1.0,1
109,旭江华庭,滨江区,奥体,近地铁6号线奥体中心站,260,22726,2024-05-19,商品房,2018-04-02,商住两用,满五年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共26层),114.41,平层,69.42,塔楼,南,钢混结构,简装,五梯十七户,有,nan,商水,商电,3.1元/m3,2,2,1,1,26,0.6067651429070886,1,0.0,1,奥体中心站,1.0,1
110,旭江华庭,滨江区,奥体,近地铁6号线奥体中心站,170,25431,2022-09-23,商品房,2018-08-08,商住两用,满五年,非共有,有抵押,已上传房本照片,1室0厅1厨1卫,高楼层(共26层),66.85,平层,69.42,塔楼,南,钢混结构,精装,五梯十八户,有,nan,商水,商电,3.1元/m3,1,0,1,3,26,1.0384442782348542,1,0.0,1,奥体中心站,1.0,0
111,银色港湾公寓,滨江区,彩虹城,近地铁4号线联庄站,290,44228,2024-09-07,商品房,2019-04-18,普通住宅,满五年,非共有,有抵押30万元业主自还,已上传房本照片,1室1厅1厨1卫,高楼层(共16层),65.57,平层,69.42,塔楼,西南,钢混结构,简装,三梯十户,有,nan,nan,nan,nan,1,1,1,3,16,1.0587158761628794,1,30.0,1,联庄站,1.0,0
112,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,260,29872,2024-12-03,商品房,2015-11-12,普通住宅,满五年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共18层),87.04,平层,68.88,板楼,南,钢混结构,其他,两梯三户,有,nan,nan,nan,nan,2,2,1,3,18,0.791360294117647,1,0.0,1,浦沿站,1.0,1
113,欣盛东方郡东区,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,435,49995,2023-12-29,商品房,2014-04-08,普通住宅,满五年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共33层),87.01,平层,67.24,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,2,1,3,33,0.7727847373865072,1,0.0,0,0,1.0,1
114,保亿风景蝶院观园,滨江区,白马湖,nan,260,29479,2023-09-28,商品房,2012-03-16,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共25层),88.2,平层,63.56,板塔结合,南,砖混结构,简装,两梯三户,有,nan,nan,nan,nan,2,2,1,3,25,0.7206349206349206,0,0.0,0,0,1.0,1
115,欣盛东方郡,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,495,55203,2025-02-11,商品房,2013-05-23,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,高楼层(共33层),89.67,平层,69.9,板塔结合,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,2,1,1,3,33,0.779524924723988,0,0.0,0,0,1.0,1
116,云厦连园,滨江区,西兴,近1号线(萧山国际机场-湘湖)西兴站,288,32620,2025-03-03,商品房,2014-03-31,普通住宅,满五年,共有,有抵押69万元中信银行客户偿还,已上传房本照片,2室2厅1厨1卫,低楼层(共12层),88.29,平层,73.23,板塔结合,南,钢混结构,简装,一梯三户,有,nan,nan,nan,nan,2,2,1,1,12,0.8294257560312606,1,69.0,0,0,1.0,1
117,保亿风景蝶院留园,滨江区,白马湖,nan,275,31183,2024-01-15,商品房,2021-08-13,普通住宅,满两年,共有,有抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共20层),88.19,平层,69.42,板楼,南北,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,1,1,1,20,0.7871640775598141,1,0.0,0,0,1.0,1
118,银爵世纪公寓,滨江区,浦沿,近地铁4号线杨家墩站,255,28649,2025-02-11,商品房,2011-07-20,普通住宅,满五年,共有,无抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共31层),89.01,平层,68.79,板楼,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,2,1,1,1,31,0.7728345129760701,0,0.0,1,杨家墩站,1.0,1
119,星耀星澜之城,滨江区,滨江区政府,近地铁6号线江陵路站,150,31050,2024-11-19,商品房,2019-05-24,商住两用,满五年,非共有,无抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共27层),48.31,nan,69.42,板塔结合,东,钢混结构,精装,五梯三十二户,有,nan,商水,商电,nan,2,1,1,2,27,1.436969571517284,0,0.0,1,江陵路站,1.0,0
120,保亿风景蝶院留园,滨江区,白马湖,nan,300,34006,2022-12-16,商品房,2020-09-17,普通住宅,满两年,非共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共20层),88.22,平层,88.22,板楼,南,钢混结构,精装,两梯三户,有,nan,nan,nan,nan,2,2,1,3,20,1.0,0,0.0,0,0,1.0,0
121,钱塘大观,滨江区,浦沿,nan,318,35747,2024-01-04,商品房,2017-10-27,普通住宅,满五年,共有,有抵押,已上传房本照片,2室1厅1厨1卫,高楼层(共31层),88.96,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,2,1,1,3,31,0.7803507194244605,1,0.0,0,0,1.0,1
122,钱塘大观,滨江区,浦沿,nan,295,33161,2025-04-20,商品房,2024-07-15,普通住宅,未满两年,非共有,有抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共31层),88.96,平层,69.42,板楼,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,2,1,1,1,31,0.7803507194244605,1,0.0,0,0,1.0,0
123,太阳国际公寓,滨江区,彩虹城,nan,280,42768,2024-09-03,商品房,2016-11-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,1室1厅1厨1卫,高楼层(共33层),65.47,平层,69.42,塔楼,南,混合结构,精装,三梯十户,有,nan,nan,nan,nan,1,1,1,3,33,1.0603329769360013,0,0.0,0,0,1.0,0
124,钱塘帝景,滨江区,彩虹城,nan,375,43223,2024-03-09,商品房,2020-03-17,普通住宅,满五年,非共有,有抵押50万元,已上传房本照片,2室1厅1厨1卫,低楼层(共45层),86.76,平层,69.42,板楼,南,钢混结构,精装,三梯六户,有,nan,nan,nan,nan,2,1,1,1,45,0.8001383125864453,1,50.0,0,0,1.0,0
125,钱塘春晓花园,滨江区,滨江区政府,近地铁6号线江陵路站,450,38039,2024-12-30,商品房,2012-05-24,普通住宅,满五年,非共有,有抵押抵押400万,已上传房本照片,2室2厅1厨1卫,高楼层(共11层),118.3,平层,96.37,板楼,南,钢混结构,其他,两梯两户,有,nan,nan,nan,nan,2,2,1,3,11,0.8146238377007609,1,0.0,1,江陵路站,1.0,0
126,傲旋城,滨江区,长河,nan,165,22819,2024-08-26,商品房,2024-08-26,商住两用,未满两年,非共有,无抵押,已上传房本照片,2室1厅1厨1卫,低楼层(共69层),72.31,平层,69.42,塔楼,南,混合结构,精装,八梯二十户,有,nan,未知,未知,3.1元/m3,2,1,1,1,69,0.9600331904300926,0,0.0,0,0,1.0,0
127,江南文苑,滨江区,浦沿,nan,345,39647,2025-01-19,商品房,2019-01-28,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,高楼层(共26层),87.02,平层,69.42,板楼,南,钢混结构,其他,两梯三户,有,nan,nan,nan,nan,2,2,1,3,26,0.7977476442197197,0,0.0,0,0,1.0,1
128,旭江华庭,滨江区,奥体,近地铁6号线奥体中心站,160,26698,2023-08-14,商品房,2018-05-04,商住两用,满五年,非共有,有抵押业主自还,已上传房本照片,1室1厅1厨1卫,高楼层(共26层),59.93,nan,69.42,塔楼,东北,钢混结构,精装,五梯十七户,有,nan,商水,商电,3.1元/m3,1,1,1,3,26,1.158351409978308,1,0.0,1,奥体中心站,1.0,0
